phoneTimestamp,pm1,pm2_5,pm10,temperature,humidity,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,total,gpsLongitude,gpsLatitude,gpsAltitude,gpsAccuracy,luxLevel,motion,battery
1539334642315,1.9319977,2.8582833,5.454714,21.9,54.100002,307,185,85,71,31,12,9,3,1,0,0,0,1,0,0,0,705,-3.1769312,55.9413345,173.6392822265625,16.079,0,8343,391
1539334680581,1.7597501,2.6423144,8.321178,21.7,49.3,274,181,103,64,33,15,6,3,1,0,1,2,1,0,0,0,684,-3.1767855,55.9412538,175.93963623046875,4.85,0,10412,390
1539334715617,1.8601935,2.8714228,7.3941236,21.5,48.5,261,192,106,72,36,20,9,2,1,2,0,1,0,1,0,0,703,-3.1779444,55.9414447,165.5302734375,4.84,0,17094,390
1539334753240,3.3567898,4.72721,5.8910384,21.300001,47.2,772,289,146,90,37,27,15,7,3,1,0,0,0,0,0,0,1387,-3.1785456,55.9415623,149.381103515625,3.41,0,19120,390
1539334789583,1.9190695,3.0041077,3.6995516,21.0,47.0,276,208,116,83,25,21,18,4,0,1,0,0,0,0,0,0,752,-3.1788317,55.9417692,136.4892578125,6.716,0,17652,390
1539334826553,2.0479496,3.2019517,9.507052,20.800001,47.9,313,203,144,71,38,21,15,4,2,1,1,1,1,0,0,1,816,-3.1790911,55.9422487,128.86590576171875,6.6,0,20010,390
1539334862882,1.8631986,2.908544,5.1961884,20.4,47.8,280,186,124,79,31,19,16,1,1,0,1,1,0,0,0,0,739,-3.1794413,55.9427846,127.45556640625,4.734,0,19838,390
1539334899863,1.952696,2.9750082,6.3684397,20.2,48.2,305,222,108,78,39,15,9,6,2,1,2,1,0,0,0,0,788,-3.179793,55.9433264,127.575927734375,7.413,0,19323,390
1539334937491,1.8974268,2.9701445,3.6606452,19.9,48.9,280,195,131,86,40,21,10,3,1,1,0,0,0,0,0,0,768,-3.1803536,55.9437671,130.554931640625,5.15,0,21908,390
1539334975120,1.9247165,2.9542851,4.8450723,19.7,49.600002,310,192,113,93,49,7,13,2,0,1,0,1,0,0,0,0,781,-3.1816068,55.9439888,128.0455322265625,3.958,0,22311,390
1539335013382,1.9664717,3.0334148,3.5847163,19.4,50.100002,299,200,115,82,40,20,9,4,2,0,0,0,0,0,0,0,771,-3.1825108,55.9438912,130.5224609375,4.176,0,22177,390
1539335051021,1.9022868,2.89392,3.549084,19.1,50.600002,271,201,106,78,36,21,6,2,1,1,0,0,0,0,0,0,723,-3.1835115,55.943906,137.7103271484375,3.723,0,20963,389
1539335087353,1.8305674,2.9334047,3.9111238,18.9,51.4,295,171,110,56,28,28,19,7,1,1,0,0,0,0,0,0,716,-3.1841502,55.9438394,134.6329345703125,6.336,0,22277,389
1539335124332,2.146819,3.5911186,5.892766,18.7,51.8,332,181,141,92,42,31,22,8,3,4,0,0,0,0,0,0,856,-3.1846978,55.9436078,140.7388916015625,7.527,0,17402,389
1539335161960,2.1369545,3.4857514,8.321756,18.5,52.600002,316,216,127,84,38,27,16,14,4,1,0,1,0,0,1,0,845,-3.1857104,55.943274,130.2222900390625,5.298,0,21627,389
1539335199585,2.3766873,4.1214633,5.95308,18.300001,52.9,318,221,151,97,58,40,38,5,4,0,1,0,0,0,0,0,933,-3.1864109,55.9433955,134.8370361328125,5.676,0,20671,389
1539335236569,1.5211978,2.46502,3.8672085,18.2,52.8,236,146,88,57,28,25,13,7,0,1,1,0,0,0,0,0,602,-3.1864109,55.9433955,134.8370361328125,5.676,0,13634,389
1539335274181,0.8773057,1.4641045,8.90581,18.300001,53.100002,168,97,39,35,18,11,16,3,4,1,1,3,0,1,0,0,397,-3.1863305,55.9435403,135.10000610351562,17.788,0,1167,389
1539360828613,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1868032,55.9444056,182.39999389648438,12.238,4,1,0
1539360857155,0.2344275,0.64169705,12.344996,23.6,47.9,37,15,9,8,6,4,14,6,3,1,1,3,0,1,0,1,109,-3.1868332,55.944411,182.39999389648438,14.596,5,931,393
1539360893487,0.1966423,0.5064329,10.384853,23.6,47.0,43,20,6,5,4,6,9,9,3,2,3,2,1,1,0,0,114,-3.186831,55.9444382,182.39999389648438,11.17,3,12197,393
1539360930459,0.19244365,0.550446,9.016788,23.6,46.7,34,17,9,9,7,11,11,4,5,4,0,2,1,0,0,1,115,-3.1868267,55.9444079,182.39999389648438,15.293,1,1779,393
1539360965498,0.16930512,0.37206382,7.8465705,23.6,46.600002,49,13,3,5,5,7,5,6,1,0,2,3,1,0,0,0,100,-3.1868255,55.9444071,182.39999389648438,14.608,0,2685,392
1539361001859,0.15125781,0.31337693,2.7992525,23.6,46.5,37,12,6,5,2,4,5,1,4,0,1,1,0,0,0,0,78,-3.1867804,55.9444048,182.39999389648438,14.211,1,5997,392
1539361038158,0.16710751,0.29476467,0.503571,23.5,46.3,34,16,9,3,2,3,5,1,1,0,0,0,0,0,0,0,74,-3.1868128,55.9444052,182.39999389648438,14.498,1,1456,392
1539361073839,0.13562611,0.22049268,0.39147013,23.5,46.3,22,17,7,2,2,3,1,1,1,0,0,0,0,0,0,0,56,-3.186822,55.9444039,182.39999389648438,12.937,1,710,392
1539361110169,0.1357412,0.332793,2.8314943,23.5,46.100002,24,14,8,1,5,2,6,7,2,0,0,0,1,0,0,0,70,-3.1868239,55.9444073,182.39999389648438,10.186,1,1550,392
1539361145849,0.15701683,0.26259848,0.41842437,23.5,46.2,30,18,7,3,2,5,3,0,1,0,0,0,0,0,0,0,69,-3.1867697,55.9444061,179.89999389648438,10.252,1,1419,392
1539361182823,0.122060105,0.26998225,2.3035746,23.4,46.0,26,12,4,5,5,7,4,3,0,0,1,1,0,0,0,0,68,-3.1867209,55.9443902,182.39999389648438,13.111,6,8316,392
1539361218502,0.10594255,0.22424203,1.7357821,23.4,46.100002,24,11,3,4,3,6,3,2,1,0,0,1,0,0,0,0,58,-3.1868095,55.944394,182.39999389648438,14.417,6,2086,392
1539361254191,0.09834795,0.21611011,0.91746706,23.4,46.0,15,13,4,7,1,4,2,1,3,1,0,0,0,0,0,0,51,-3.1864277,55.9443382,139.6999969482422,22.81,1,1277,392
1539361291154,0.060675517,0.10504083,0.15824449,23.4,45.7,15,4,4,2,0,0,2,1,0,0,0,0,0,0,0,0,28,-3.18643,55.9443476,139.6999969482422,14.253,0,2086,391
1539361326201,0.087991394,0.18508342,3.83679,23.300001,44.8,27,7,2,3,1,2,2,3,2,0,1,1,0,0,0,1,52,-3.1862209,55.9443826,140.0,12.771,4,10628,391
1539361362530,0.08468024,0.13860925,0.18539008,22.5,45.4,21,6,5,2,3,1,1,1,0,0,0,0,0,0,0,0,40,-3.1856743,55.9444306,140.39999389648438,10.891,1,12418,391
1539361399508,0.13706,0.20412807,2.1013155,21.6,47.600002,53,6,3,2,1,3,1,2,0,0,1,1,0,0,0,0,73,-3.1851361,55.9447678,133.8271484375,5.822,0,19199,391
1539361437781,0.6057705,0.7068443,2.051755,21.1,48.3,238,30,8,3,2,3,1,1,0,0,0,1,0,0,0,0,287,-3.1843052,55.945079,135.1827392578125,4.675,1,18257,391
1539361472202,0.4934001,0.61659276,0.68382204,20.800001,49.9,151,49,7,7,2,2,3,1,0,0,0,0,0,0,0,0,222,-3.1841783,55.9450318,135.203857421875,5.952,2,1278,391
1539361509149,0.66230536,0.79885083,2.5437396,20.300001,51.8,206,58,14,3,1,1,2,0,1,1,0,1,0,0,0,0,288,-3.183913,55.9448116,134.21197509765625,3.627,1,13827,391
1539361546121,0.25202873,0.3518749,1.8004624,20.0,52.9,67,23,8,3,6,1,2,0,1,0,0,1,0,0,0,0,112,-3.1837687,55.9446475,132.48602294921875,5.298,1,11424,391
1539361581808,0.4201024,0.57412654,5.3919954,19.9,52.100002,140,25,12,3,1,4,2,2,0,3,2,2,0,0,0,0,196,-3.1837687,55.9446475,132.48602294921875,5.298,1,6048,391
1539361618788,0.37967882,0.49305034,4.1258993,19.9,52.600002,131,20,10,7,1,2,2,1,0,1,0,1,0,1,0,0,177,-3.1837687,55.9446475,132.48602294921875,5.298,1,6300,391
1539361657053,0.23647633,0.35833013,3.9031096,19.800001,49.600002,69,21,5,3,5,5,2,1,1,1,0,1,0,0,1,0,115,-3.183922,55.9447971,131.5106201171875,96.0,0,5809,391
1539361693395,0.26329175,0.4344991,1.1190495,19.7,47.7,58,26,12,4,4,5,2,3,2,1,0,0,0,0,0,0,117,-3.1839292,55.9448029,131.502685546875,63.451,0,5493,391
1539361729077,0.25545996,0.49419236,2.95618,19.6,46.100002,62,20,12,2,2,10,5,5,2,2,0,1,0,0,0,0,123,-3.1839292,55.9448029,131.502685546875,63.451,1,2535,391
1539361766055,0.23505452,0.41222644,3.7593398,19.4,47.0,65,16,10,2,2,6,4,2,3,1,1,0,1,0,0,0,113,-3.1839292,55.9448029,131.502685546875,63.451,1,5494,391
1539361802384,0.1756982,0.28979072,3.6264746,19.300001,45.100002,47,12,7,3,4,2,2,3,0,0,2,0,0,1,0,0,83,-3.1839292,55.9448029,131.502685546875,63.451,1,5092,391
1539361839384,0.29412186,0.50195843,1.8733019,19.1,45.0,75,29,8,4,6,3,5,5,2,1,1,0,0,0,0,0,139,-3.1839292,55.9448029,131.502685546875,63.451,1,4005,391
1539361876991,0.2813246,0.42326212,3.0997915,19.0,46.3,74,24,12,4,0,5,4,1,1,0,1,0,1,0,0,0,127,-3.1839292,55.9448029,131.502685546875,63.451,1,8506,391
1539361913321,0.20930783,0.3827844,3.0421865,18.9,47.9,53,18,8,4,3,6,5,3,0,2,1,1,0,0,0,0,104,-3.1839292,55.9448029,131.502685546875,63.451,1,6442,391
1539361950950,0.23201935,0.4208667,7.1731586,18.9,49.100002,57,23,6,9,4,5,5,2,1,3,1,1,0,1,1,0,119,-3.1839292,55.9448029,131.502685546875,63.451,1,3636,391
1539361987280,0.26618546,0.44124058,2.6928868,18.9,49.2,70,21,10,8,2,3,6,3,1,0,0,0,0,1,0,0,125,-3.1839292,55.9448029,131.502685546875,63.451,0,2211,391
1539362024904,0.20095946,0.46054733,2.5832808,19.0,49.3,40,17,11,8,7,5,9,5,2,1,0,1,0,0,0,0,106,-3.1839292,55.9448029,131.502685546875,63.451,1,2706,390
1539362062529,0.19018048,0.35302687,0.9719595,19.1,49.2,43,15,10,4,3,5,6,0,2,1,0,0,0,0,0,0,89,-3.1839292,55.9448029,131.502685546875,63.451,1,3623,390
1539362098863,0.17720097,0.35733086,2.2944775,19.1,49.2,49,14,5,5,4,5,6,4,1,1,0,1,0,0,0,0,95,-3.1839292,55.9448029,131.502685546875,63.451,1,6435,390
1539362135193,0.17046376,0.29664513,4.133741,19.2,49.3,32,17,10,5,4,6,4,0,0,0,0,0,1,1,0,0,80,-3.1839292,55.9448029,131.502685546875,63.451,1,8356,390
1539362172171,0.21846424,0.59068865,9.414358,19.300001,49.5,54,16,8,12,6,14,10,8,4,2,4,1,2,0,0,0,141,-3.1839292,55.9448029,131.502685546875,63.451,1,4025,390
1539362209148,0.20752674,0.33723322,4.205228,19.4,49.3,58,18,5,9,4,3,2,3,1,0,0,0,1,0,1,0,105,-3.1839292,55.9448029,131.502685546875,63.451,1,336,390
1539362246779,0.2113823,0.4197972,10.53307,19.5,49.2,59,16,8,9,4,3,6,5,0,4,0,4,2,0,0,0,120,-3.1840219,55.944893,0.0,60.0,1,1650,390
1539362283797,0.24707246,0.49423924,13.739539,19.6,49.3,54,26,10,8,5,6,7,6,2,0,1,1,5,0,0,1,132,-3.1840219,55.944893,0.0,60.0,1,5647,390
1539362320737,0.1829734,0.34650847,4.168502,19.6,48.9,43,15,10,6,5,5,5,2,0,2,0,1,0,1,0,0,95,-3.1840219,55.944893,0.0,60.0,2,5941,390
1539362359647,0.15867485,0.37003928,7.0772157,19.7,48.9,44,9,8,9,3,5,7,5,0,2,4,3,0,0,0,0,99,-3.1840263,55.9447405,145.0,9.08,2,6726,390
1539362395341,1.2536185,1.5634754,1.6560427,19.7,51.9,355,127,34,16,2,6,5,1,0,0,0,0,0,0,0,0,546,-3.1841832,55.9451348,129.8443603515625,3.493,1,14532,390
1539362432961,2.9210856,3.5871596,5.6729593,19.300001,56.100002,655,340,117,16,4,5,0,1,1,0,0,0,1,0,0,0,1140,-3.1832961,55.9455796,127.6981201171875,3.77,0,20373,390
1539362469298,0.1607037,0.24056204,1.612348,19.0,57.100002,34,18,7,4,0,2,1,2,0,0,0,1,0,0,0,0,69,-3.1825095,55.9458175,127.34295654296875,3.469,1,20680,390
1539362506279,0.14449759,0.21085662,0.26755694,18.300001,59.7,35,12,6,5,0,0,2,1,0,0,0,0,0,0,0,0,61,-3.1815879,55.9458175,132.7071533203125,3.363,1,17955,390
1539362543256,0.18941735,0.29463193,0.71261364,18.300001,59.2,42,16,10,1,2,2,2,2,0,1,0,0,0,0,0,0,78,-3.1808845,55.9457503,127.43011474609375,3.371,1,18446,390
1539362581529,0.20187564,0.29022622,2.2109075,17.800001,62.9,46,19,9,6,1,0,3,0,0,0,1,1,0,0,0,0,86,-3.1803936,55.9456364,128.69964599609375,6.007,0,18567,390
1539362618512,0.27105722,0.572467,1.2501884,17.7,60.8,52,30,11,9,6,2,11,9,2,0,0,0,0,0,0,0,132,-3.1804827,55.9455816,129.31201171875,7.614,0,3071,390
1539362655490,2.1043897,3.2217393,6.932658,17.7,69.3,475,183,102,50,19,26,25,12,2,3,0,0,0,0,1,0,898,-3.1805065,55.9456988,131.0400390625,23.188,0,7639,390
