phoneTimestamp,pm1,pm2_5,pm10,temperature,humidity,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,total,gpsLongitude,gpsLatitude,gpsAltitude,gpsAccuracy,luxLevel,motion,battery
1539846625884,6.5341363,9.4358015,21.956757,18.2,62.2,926,440,203,123,45,28,40,7,5,0,1,2,2,0,0,0,1822,-3.1776884,55.9633628,91.79638671875,5.647,0,4755,388
1539846663511,9.090923,12.843152,23.59579,18.300001,62.5,1637,907,394,198,75,64,44,16,6,4,1,2,0,1,0,1,3350,-3.177779,55.9633346,89.5423583984375,5.957,0,956,388
1539846700491,7.99582,11.657302,19.506062,18.4,62.600002,1420,835,369,241,76,76,44,14,8,5,1,1,1,0,0,0,3091,-3.1777842,55.9633341,89.765625,6.253,0,1242,387
1539846737470,7.579009,11.138241,21.97132,18.6,62.7,1374,835,349,205,76,54,73,18,5,1,5,1,0,2,0,0,2998,-3.1777856,55.9633342,89.75360107421875,6.613,0,45,387
1539846774451,7.6770415,11.235173,19.99119,18.7,63.0,1474,823,354,229,85,57,61,22,6,2,1,1,2,0,0,0,3117,-3.1777853,55.9633332,89.905517578125,5.951,0,265,387
1539846810779,7.0209785,10.47324,13.621371,18.800001,63.0,1316,748,336,224,88,62,70,17,3,0,0,1,0,0,0,0,2865,-3.1777828,55.9633316,90.1505126953125,6.081,0,829,387
1539846849081,7.224337,10.356985,28.151117,18.9,63.100002,1422,807,336,212,78,65,36,16,8,1,2,1,6,0,0,1,2991,-3.1777825,55.9633314,90.19622802734375,10.134,0,4798,387
1539846885382,9.532378,14.102585,62.27734,19.0,63.100002,1756,1044,468,287,105,85,77,20,8,6,8,8,10,2,1,2,3887,-3.1777826,55.9633314,90.19287109375,14.338,0,5029,387
1539846922404,10.921831,16.067669,46.93756,19.0,63.600002,1983,1216,536,341,107,93,86,24,5,8,7,5,4,1,3,0,4419,-3.1777828,55.9633314,89.96905517578125,21.153,0,4261,387
1539846959338,16.487482,23.866995,53.0805,19.1,63.2,3045,1913,836,501,170,152,101,31,9,3,8,6,4,0,2,1,6782,-3.1777828,55.9633314,90.10107421875,14.06,0,1250,387
1539846996318,8.717086,12.698641,41.41368,19.2,63.2,1637,990,404,270,91,61,51,28,10,9,6,5,3,2,1,1,3569,-3.1777828,55.9633314,85.891845703125,13.276,0,7883,387
1539847032003,2.807426,3.9386811,61.26583,19.2,62.7,735,234,98,67,21,15,17,8,6,5,5,6,10,8,1,4,1240,-3.1777825,55.9633342,89.46710205078125,40.6,0,10694,387
1539847068342,2.0873785,3.2038078,18.923294,19.2,58.4,343,228,118,66,29,23,15,6,4,0,3,4,1,2,1,0,843,-3.1781898,55.9630938,73.71240234375,3.31,0,13065,387
1539847104664,2.3836083,3.709845,31.348448,19.0,51.4,389,264,115,71,23,22,30,7,4,2,2,6,6,2,0,0,943,-3.1786816,55.9627143,74.0103759765625,5.583,0,17156,387
1539847140991,2.776098,4.1012225,10.707619,18.5,46.7,498,298,128,84,40,25,14,9,2,2,3,1,1,0,0,0,1105,-3.1792095,55.9623924,80.79351806640625,6.488,0,16906,386
1539847177971,2.71756,4.1454315,10.459523,18.0,49.100002,447,292,149,110,41,25,16,7,3,3,1,0,2,0,0,0,1096,-3.1798359,55.9619693,79.6632080078125,3.46,0,17486,386
1539847214329,2.6719987,4.0019035,9.535104,17.5,49.100002,499,277,128,90,45,26,22,1,3,3,1,1,1,0,0,0,1097,-3.1802288,55.9615182,80.9227294921875,3.911,0,17720,386
1539847251283,2.8117788,4.296801,13.874269,17.1,48.7,469,290,144,107,37,36,17,5,3,4,0,1,2,1,0,0,1116,-3.1806242,55.9612796,89.311767578125,6.549,0,17931,386
1539847288260,2.7217486,4.166238,11.787671,16.7,48.8,456,265,171,93,45,29,14,8,1,3,2,1,1,0,0,1,1090,-3.1812092,55.9609141,101.05078125,8.286,0,18330,386
1539847325885,2.6648602,4.134467,11.130933,16.4,50.3,450,260,145,102,57,24,16,9,3,2,0,1,2,0,0,0,1071,-3.1819133,55.9604955,92.7216796875,8.439,0,18081,386
1539847362892,2.822446,4.380299,7.789892,16.2,49.7,491,290,138,100,52,25,24,12,5,0,0,0,1,0,0,0,1138,-3.1824077,55.9600932,101.50396728515625,9.181,0,18267,386
1539847399846,3.0449657,4.8328023,16.048903,15.8,49.9,506,308,152,85,63,41,22,16,6,2,2,1,3,0,0,0,1207,-3.1828061,55.9596675,107.13214111328125,8.319,0,17407,386
1539847436823,3.0008843,4.531063,9.545713,15.5,49.3,515,282,162,90,45,30,16,8,3,2,1,2,0,0,0,0,1156,-3.1830325,55.9592572,99.14434814453125,8.471,0,17096,386
1539847473797,2.8025618,4.240752,6.1201463,15.3,49.7,453,296,136,85,39,31,19,7,3,1,1,0,0,0,0,0,1071,-3.1834052,55.9587159,98.15118408203125,8.127,0,17320,386
