phoneTimestamp,pm1,pm2_5,pm10,temperature,humidity,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,total,gpsLongitude,gpsLatitude,gpsAltitude,gpsAccuracy,luxLevel,motion,battery
1539794705645,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.188059,55.9532756,110.3890380859375,43.821,0,1150,0
1539794733541,0.38067064,0.70149463,5.469148,128.8,118.9,82,13,12,5,4,11,7,3,1,0,2,0,1,0,0,0,141,-3.1873948,55.9529754,104.29180908203125,48.317,0,5407,392
1539794770518,0.34839752,0.919141,21.00875,23.6,31.7,93,14,11,11,10,21,12,9,4,10,1,4,1,0,0,4,205,-3.18753,55.952953,101.29339599609375,41.118,0,9440,392
1539794808145,0.42050898,1.1995556,68.62749,23.6,32.2,89,28,23,17,9,16,27,11,6,9,11,15,9,4,3,3,280,-3.1875538,55.9529936,91.9521484375,55.112,0,8022,392
1539794845128,1.027922,1.923608,11.336207,23.6,32.600002,209,98,48,22,19,17,30,10,8,4,3,2,1,0,0,0,471,-3.1875538,55.9529936,91.9521484375,55.112,0,7397,392
1539794883397,1.2198154,1.7143009,6.2010407,23.7,32.7,305,117,43,21,6,11,9,5,3,0,1,1,1,0,0,0,523,-3.1884462,55.9530705,92.017333984375,13.568,0,10101,392
1539794919731,2.0938303,2.8628414,4.474411,23.7,32.2,539,193,72,41,15,21,16,3,0,0,0,1,0,0,0,0,901,-3.1883172,55.9532232,113.88238525390625,3.0,0,5152,392
1539794958001,2.0478222,2.932472,27.26091,23.6,31.1,512,182,87,36,11,16,18,7,5,2,2,5,4,1,3,0,891,-3.1883378,55.9534942,110.75201416015625,3.588,0,11247,391
1539794994986,1.7921156,3.0471532,71.75666,22.9,29.800001,435,161,67,35,24,28,28,21,6,11,9,13,8,6,3,5,860,-3.1880973,55.9539309,106.61944580078125,4.457,0,16004,391
1539795033263,1.624611,2.3148677,4.5119467,22.5,30.300001,409,149,57,39,15,13,14,6,0,4,1,0,0,0,0,0,707,-3.1875579,55.9542158,113.54547119140625,3.3,0,12623,391
1539795069591,1.5460075,2.3939202,9.695731,22.2,30.7,356,133,54,50,15,12,17,14,3,1,2,1,0,0,0,2,660,-3.1872306,55.9544016,120.0113525390625,3.708,0,9619,391
1539795106586,1.2489812,1.9144543,7.075215,21.4,32.3,264,120,45,36,16,17,14,4,3,1,0,0,0,2,0,0,522,-3.187039,55.9547487,125.7373046875,6.025,0,14097,391
1539795143550,1.3374043,2.0684779,5.436043,21.0,32.5,240,128,77,39,25,10,13,5,1,1,1,0,1,0,0,0,541,-3.1869801,55.9551372,129.76031494140625,6.262,0,12495,391
1539795181179,1.6848543,2.5368078,4.876062,20.5,33.8,387,148,71,57,32,17,13,7,1,2,2,0,0,0,0,0,737,-3.1869813,55.9556596,121.0135498046875,3.429,0,13307,391
1539795216868,1.4132535,2.2940693,4.0467243,20.2,34.0,247,136,67,40,26,21,20,4,3,1,1,0,0,0,0,0,566,-3.1864819,55.9560391,110.17041015625,3.0,0,10953,391
1539795254488,1.9767934,3.0201,6.097699,19.9,34.5,453,152,88,59,27,19,22,9,1,3,0,1,0,0,0,0,834,-3.1862219,55.9564076,115.37451171875,3.926,0,13006,391
1539795291460,2.0184495,2.8343062,6.128734,19.4,36.0,492,188,61,59,27,14,14,4,1,1,2,1,0,0,0,0,864,-3.1858343,55.9567817,114.246826171875,3.657,0,14202,391
1539795329094,2.0487041,3.020637,7.439233,19.300001,36.100002,432,214,89,48,31,19,17,5,5,1,2,0,0,1,0,0,864,-3.1853782,55.9571065,108.83221435546875,3.485,0,15234,391
