C,epsilon,loss,temp_hum,window_size,mae,mse
2e-07,0.001,epsilon_insensitive,False,0,0.40518592080389304,0.19468426866589847
2e-07,0.1,epsilon_insensitive,False,0,0.40168977428232894,0.1966505761467886
2e-07,0.5,epsilon_insensitive,False,0,0.5242940751854184,0.34892831409979874
2e-07,1.0,epsilon_insensitive,False,0,0.5809002873870103,0.5554713148613174
2e-07,2.5,epsilon_insensitive,False,0,0.8790866975357554,1.0158755643087283
2e-07,5.0,epsilon_insensitive,False,0,0.8817140975357555,1.0204161640608462
2e-05,0.001,epsilon_insensitive,False,0,0.11603740640560772,0.029564181976462347
2e-05,0.1,epsilon_insensitive,False,0,0.18333229735218518,0.04971963838947179
2e-05,0.5,epsilon_insensitive,False,0,0.4672221966943812,0.251433555270865
2e-05,1.0,epsilon_insensitive,False,0,0.5961595815529168,0.4999017588913822
2e-05,2.5,epsilon_insensitive,False,0,0.6252064289240139,0.6353963835450238
2e-05,5.0,epsilon_insensitive,False,0,0.8817140975357555,1.0204161640608462
0.0002,0.001,epsilon_insensitive,False,0,0.11603752166688203,0.029564242859979363
0.0002,0.1,epsilon_insensitive,False,0,0.18332975519962433,0.04971912484095392
0.0002,0.5,epsilon_insensitive,False,0,0.46723066207703257,0.25143894593345156
0.0002,1.0,epsilon_insensitive,False,0,0.595982041191431,0.4995680387533607
0.0002,2.5,epsilon_insensitive,False,0,1.7236502562767904,3.3307124686259066
0.0002,5.0,epsilon_insensitive,False,0,0.8817140975357555,1.0204161640608462
0.002,0.001,epsilon_insensitive,False,0,0.11603815230536223,0.029564579244845065
0.002,0.1,epsilon_insensitive,False,0,0.18331594114418717,0.04971636268199681
0.002,0.5,epsilon_insensitive,False,0,0.4672770137091841,0.25146863871946323
0.002,1.0,epsilon_insensitive,False,0,0.5949973525359104,0.49772527194424887
0.002,2.5,epsilon_insensitive,False,0,2.1121887259187075,4.668782273825814
0.002,5.0,epsilon_insensitive,False,0,0.8817140975357555,1.0204161640608462
0.02,0.001,epsilon_insensitive,False,0,0.11604097980393087,0.029566155370972482
0.02,0.1,epsilon_insensitive,False,0,0.1832411036494114,0.04970121001502165
0.02,0.5,epsilon_insensitive,False,0,0.4674629930869895,0.25158728432883004
0.02,1.0,epsilon_insensitive,False,0,0.5911448754364936,0.49060479054251355
0.02,2.5,epsilon_insensitive,False,0,2.1121858003011624,4.668771545144295
0.02,5.0,epsilon_insensitive,False,0,0.8817140975357555,1.0204161640608462
0.2,0.001,epsilon_insensitive,False,0,0.11607123896211798,0.02957331587028833
0.2,0.1,epsilon_insensitive,False,0,0.1829273606047159,0.04964333651603318
0.2,0.5,epsilon_insensitive,False,0,0.4680673487680241,0.25197648333662265
0.2,1.0,epsilon_insensitive,False,0,0.5753055797732953,0.4624546250957159
0.2,2.5,epsilon_insensitive,False,0,2.1121858003011624,4.668771545144295
0.2,5.0,epsilon_insensitive,False,0,0.8817140975357555,1.0204161640608462
2.0,0.001,epsilon_insensitive,False,0,0.11625127820879268,0.029607117289845154
2.0,0.1,epsilon_insensitive,False,0,0.18099639646875518,0.04936124449181196
2.0,0.5,epsilon_insensitive,False,0,0.46765831260571267,0.25112559552791547
2.0,1.0,epsilon_insensitive,False,0,0.529152453480608,0.38407524955801015
2.0,2.5,epsilon_insensitive,False,0,2.1121858003011624,4.668771545144295
2.0,5.0,epsilon_insensitive,False,0,0.8817140975357555,1.0204161640608462
