interpolatedPhoneTimestamp,respeckTimestamp,sequenceNumber,x,y,z,breathingSignal,breathingRate,activityLevel,activityType
1539435890712,17378299539,20,-0.2331543,-0.95581055,-0.07348633,NaN,NaN,NaN,0
1539435890792,17378299539,21,-0.23217773,-0.9543457,-0.087402344,NaN,NaN,NaN,0
1539435890872,17378299539,22,-0.23901367,-0.9460449,-0.099609375,NaN,NaN,NaN,0
1539435890952,17378299539,23,-0.23413086,-0.9519043,-0.08203125,NaN,NaN,NaN,0
1539435891032,17378299539,24,-0.2446289,-0.9614258,-0.08105469,NaN,NaN,NaN,0
1539435891112,17378299539,25,-0.2397461,-0.95092773,-0.080322266,NaN,NaN,NaN,0
1539435891192,17378299539,26,-0.24047852,-0.95703125,-0.07519531,NaN,NaN,NaN,0
1539435891272,17378299539,27,-0.23925781,-0.9550781,-0.07299805,NaN,NaN,NaN,0
1539435891352,17378299539,28,-0.24194336,-0.9562988,-0.07421875,NaN,NaN,NaN,0
1539435891432,17378299539,29,-0.23754883,-0.94628906,-0.08154297,NaN,NaN,NaN,0
1539435891512,17378299539,30,-0.23657227,-0.96313477,-0.075683594,NaN,NaN,NaN,0
1539435891592,17378299539,31,-0.2409668,-0.95581055,-0.06933594,NaN,NaN,NaN,0
1539435891672,17378301968,0,-0.23901367,-0.9572754,-0.064453125,NaN,NaN,0.057995092,0
1539435891752,17378301968,1,-0.23291016,-0.9560547,-0.06323242,NaN,NaN,0.057995092,0
1539435891832,17378301968,2,-0.23071289,-0.9550781,-0.064453125,NaN,NaN,0.057995092,0
1539435891912,17378301968,3,-0.23461914,-0.95581055,-0.07128906,NaN,NaN,0.057995092,0
1539435891992,17378301968,4,-0.23925781,-0.95654297,-0.05908203,NaN,NaN,0.057995092,0
1539435892072,17378301968,5,-0.23388672,-0.9614258,-0.061767578,NaN,NaN,0.057995092,0
1539435892152,17378301968,6,-0.23706055,-0.95458984,-0.06665039,NaN,NaN,0.057995092,0
1539435892232,17378301968,7,-0.23144531,-0.9584961,-0.06665039,NaN,NaN,0.057995092,0
1539435892312,17378301968,8,-0.23120117,-0.9580078,-0.06689453,NaN,NaN,0.057995092,0
1539435892392,17378301968,9,-0.22973633,-0.9589844,-0.06567383,NaN,NaN,0.057995092,0
1539435892472,17378301968,10,-0.22998047,-0.9562988,-0.06640625,NaN,NaN,0.057995092,0
1539435892552,17378301968,11,-0.23706055,-0.9614258,-0.057373047,NaN,NaN,0.057995092,0
1539435892632,17378301968,12,-0.22924805,-0.95751953,-0.06298828,NaN,NaN,0.057995092,0
1539435892712,17378301968,13,-0.23120117,-0.95825195,-0.06640625,NaN,NaN,0.057995092,0
1539435892792,17378301968,14,-0.23486328,-0.95336914,-0.064697266,NaN,NaN,0.057995092,0
1539435892872,17378301968,15,-0.23583984,-0.95825195,-0.07080078,NaN,NaN,0.057995092,0
1539435892952,17378301968,16,-0.2409668,-0.95532227,-0.06616211,NaN,NaN,0.057995092,0
1539435893032,17378301968,17,-0.2409668,-0.9543457,-0.067871094,NaN,NaN,0.057995092,0
1539435893112,17378301968,18,-0.23876953,-0.95751953,-0.06347656,NaN,NaN,0.057995092,0
1539435893192,17378301968,19,-0.24121094,-0.9543457,-0.05883789,NaN,NaN,0.057995092,0
1539435893272,17378301968,20,-0.23852539,-0.9567871,-0.06616211,NaN,NaN,0.057995092,0
1539435893352,17378301968,21,-0.24609375,-0.9592285,-0.06298828,NaN,NaN,0.057995092,0
1539435893432,17378301968,22,-0.23828125,-0.953125,-0.064453125,NaN,NaN,0.04579248,0
1539435893512,17378301968,23,-0.23510742,-0.95288086,-0.072265625,NaN,NaN,0.04579248,0
1539435893592,17378301968,24,-0.21826172,-0.9604492,-0.08203125,NaN,NaN,0.044907276,0
1539435893672,17378301968,25,-0.22216797,-0.96435547,-0.08251953,NaN,NaN,0.044907276,0
1539435893752,17378301968,26,-0.24438477,-0.96362305,-0.09375,NaN,NaN,0.044907276,0
1539435893832,17378301968,27,-0.25463867,-0.9621582,-0.10571289,NaN,NaN,0.044907276,0
1539435893912,17378301968,28,-0.24194336,-0.94262695,-0.09765625,NaN,NaN,0.044907276,0
1539435893992,17378301968,29,-0.2548828,-0.9238281,-0.05883789,NaN,NaN,0.045029882,0
1539435894072,17378301968,30,-0.22924805,-0.939209,-0.06298828,NaN,NaN,0.045029882,0
1539435894152,17378301968,31,-0.25854492,-0.9680176,-0.09033203,NaN,NaN,0.049355067,0
1539435894232,17378304397,0,-0.22167969,-0.9394531,-0.037109375,NaN,NaN,0.07076457,0
1539435894312,17378304397,1,-0.23388672,-0.9645996,-0.0703125,NaN,NaN,0.07076457,0
1539435894392,17378304397,2,-0.24584961,-0.96777344,-0.0625,NaN,NaN,0.07076457,0
1539435894472,17378304397,3,-0.25341797,-0.96972656,-0.064697266,NaN,NaN,0.07076457,0
1539435894552,17378304397,4,-0.25854492,-0.92749023,-0.088134766,NaN,NaN,0.07076457,0
1539435894632,17378304397,5,-0.22558594,-0.9511719,-0.0703125,NaN,NaN,0.07076457,0
1539435894712,17378304397,6,-0.23999023,-0.9602051,-0.111816406,NaN,NaN,0.07076457,0
1539435894792,17378304397,7,-0.25219727,-0.95654297,-0.10131836,NaN,NaN,0.07076457,0
1539435894872,17378304397,8,-0.23144531,-0.9482422,-0.12573242,NaN,NaN,0.07076457,0
1539435894952,17378304397,9,-0.23876953,-0.9641113,-0.12451172,NaN,NaN,0.07076457,0
1539435895032,17378304397,10,-0.20410156,-0.9345703,-0.12988281,NaN,NaN,0.07076457,0
1539435895112,17378304397,11,-0.19848633,-0.9584961,-0.11352539,NaN,NaN,0.07076457,0
1539435895192,17378304397,12,-0.2055664,-0.9472656,-0.12841797,NaN,NaN,0.07076457,0
1539435895272,17378304397,13,-0.19384766,-0.9555664,-0.08300781,NaN,NaN,0.07076457,0
1539435895352,17378304397,14,-0.21655273,-0.96606445,-0.103759766,NaN,NaN,0.07076457,0
1539435895432,17378304397,15,-0.23535156,-0.95703125,-0.12670898,NaN,NaN,0.07076457,0
1539435895512,17378304397,16,-0.19921875,-0.94677734,-0.16308594,NaN,NaN,0.07076457,0
1539435895592,17378304397,17,-0.17749023,-0.9650879,-0.1274414,NaN,NaN,0.07076457,0
1539435895672,17378304397,18,-0.2253418,-1.0078125,-0.1694336,NaN,NaN,0.07667143,0
