phoneTimestamp,pm1,pm2_5,pm10,temperature,humidity,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,total,gpsLongitude,gpsLatitude,gpsAltitude,gpsAccuracy,luxLevel,motion,battery
1539435910483,1.2070776,2.2776315,11.246069,20.300001,69.1,236,110,56,45,23,29,30,12,6,5,3,0,1,1,0,0,557,-3.1804036,55.9454421,136.49310302734375,27.281,0,5231,389
1539435948109,0.36186528,0.6602884,2.575969,20.300001,65.0,101,22,13,16,8,8,13,1,1,1,0,1,0,0,0,0,185,-3.1803803,55.9457775,124.1134033203125,3.377,2,14122,389
1539435985727,0.36316845,0.51594573,0.9945255,20.0,63.0,99,33,11,1,4,6,4,0,1,1,0,0,0,0,0,0,160,-3.1810709,55.9458663,125.3472900390625,3.131,5,13354,388
1539436022070,0.4255803,0.7996472,1.2100102,19.800001,63.600002,89,31,21,18,17,21,5,2,2,0,0,0,0,0,0,0,206,-3.1813635,55.9458007,128.1531982421875,3.087,6,7762,388
1539436059043,0.40716887,0.5846459,4.4505625,19.5,63.4,123,31,7,7,3,4,2,3,1,3,1,0,0,1,0,0,186,-3.1820683,55.9458705,134.56622314453125,3.911,8,17754,388
1539436095377,0.46966127,0.6489419,4.1123886,19.300001,64.4,146,32,13,3,1,2,5,1,1,4,0,0,1,0,0,0,209,-3.1828948,55.9457342,137.5174560546875,3.752,9,19083,388
1539436131709,0.7341227,0.94298166,2.075123,19.2,64.8,224,51,19,10,4,4,1,1,1,3,0,0,0,0,0,0,318,-3.18351,55.945457,142.07843017578125,3.96,9,19587,388
1539436168034,0.4757463,0.625306,1.7472707,19.0,65.3,162,25,13,4,3,2,2,1,1,3,0,0,0,0,0,0,216,-3.1841631,55.9451348,141.80609130859375,3.416,3,15793,388
1539436205017,0.6882092,0.81406313,0.84463954,18.800001,65.9,237,44,12,6,3,0,3,0,0,0,0,0,0,0,0,0,305,-3.184157,55.9450783,141.41986083984375,3.0,11,8992,388
1539436243938,0.4562702,0.59302765,2.5933754,18.7,66.3,150,31,8,10,6,5,1,1,0,0,0,0,1,0,0,0,213,-3.1850262,55.9447283,143.90606689453125,3.446,2,20097,388
1539436279003,1.9741874,2.274038,6.247326,18.6,66.8,743,109,21,15,6,6,5,0,0,0,0,0,2,0,0,0,907,-3.1857703,55.9444361,150.1448974609375,6.962,5,18910,388
1539436315947,0.67170787,0.8237563,1.192179,18.5,67.1,232,34,16,9,4,2,1,1,0,1,0,0,0,0,0,0,300,-3.1859359,55.9443485,147.396240234375,6.712,17,1774,387
1539436353579,1.0918326,1.279221,1.333909,18.4,67.4,357,77,16,10,5,2,1,1,0,0,0,0,0,0,0,0,469,-3.1863619,55.9443662,144.61431884765625,4.321,11,15773,387
1539436390564,1.0576506,1.2859802,2.1330295,18.300001,67.700005,411,54,13,3,4,3,5,6,0,0,1,0,0,0,0,0,500,-3.1863436,55.9443429,135.87774658203125,12.88,0,9074,388
1539436428833,0.549448,1.1159943,6.537175,18.300001,69.5,144,46,19,17,6,17,15,10,8,5,2,1,0,0,0,0,290,-3.1863436,55.9443429,135.87774658203125,12.88,0,9095,387
