interpolatedPhoneTimestamp,respeckTimestamp,sequenceNumber,x,y,z,breathingSignal,breathingRate,activityLevel,activityType
1539161410363,17103989141,0,0.11401367,-0.97387695,-0.07421875,NaN,NaN,NaN,0
1539161410443,17103989141,1,0.10546875,-0.97143555,-0.07324219,NaN,NaN,NaN,0
1539161410523,17103989141,2,0.111083984,-0.9794922,-0.06616211,NaN,NaN,NaN,0
1539161410603,17103989141,3,0.13061523,-0.96533203,-0.06958008,NaN,NaN,NaN,0
1539161410683,17103989141,4,0.13769531,-0.96875,-0.06665039,NaN,NaN,NaN,0
1539161410763,17103989141,5,0.15991211,-0.96777344,-0.05834961,NaN,NaN,NaN,0
1539161410843,17103989141,6,0.17602539,-0.9597168,-0.056884766,NaN,NaN,NaN,0
1539161410923,17103989141,7,0.17114258,-0.9682617,-0.059814453,NaN,NaN,NaN,0
1539161411003,17103989141,8,0.15966797,-0.9602051,-0.06713867,NaN,NaN,NaN,0
1539161411083,17103989141,9,0.13769531,-0.9921875,-0.08154297,NaN,NaN,NaN,0
1539161411163,17103989141,10,0.09008789,-0.954834,-0.095458984,NaN,NaN,NaN,0
1539161411243,17103989141,11,0.18383789,-0.9550781,-0.11328125,NaN,NaN,NaN,0
1539161411323,17103989141,12,0.16503906,-1.0,-0.11230469,NaN,NaN,NaN,0
1539161411403,17103989141,13,0.13574219,-0.951416,-0.08666992,NaN,NaN,NaN,0
1539161411483,17103989141,14,0.109375,-0.9902344,-0.06201172,NaN,NaN,NaN,0
1539161411563,17103989141,15,0.056640625,-0.9746094,-0.0390625,NaN,NaN,NaN,0
1539161411643,17103989141,16,0.039794922,-0.9692383,-0.001953125,NaN,NaN,NaN,0
1539161411723,17103989141,17,0.05444336,-0.97875977,-0.0053710938,NaN,NaN,NaN,0
1539161411803,17103989141,18,0.055908203,-0.9819336,-0.012207031,NaN,NaN,NaN,0
1539161411883,17103989141,19,0.08081055,-0.9851074,-0.0234375,NaN,NaN,NaN,0
1539161411963,17103989141,20,0.06982422,-0.998291,0.0026855469,NaN,NaN,NaN,0
1539161412043,17103989141,21,0.056884766,-0.97998047,0.0,NaN,NaN,NaN,0
1539161412123,17103989141,22,0.040771484,-0.986084,0.0036621094,NaN,NaN,NaN,0
1539161412203,17103989141,23,0.040527344,-0.9819336,-0.0012207031,NaN,NaN,NaN,0
1539161412283,17103989141,24,0.044677734,-0.98583984,-2.4414062E-4,NaN,NaN,NaN,0
1539161412363,17103989141,25,0.04345703,-0.9880371,0.0043945312,NaN,NaN,NaN,0
1539161412443,17103989141,26,0.047607422,-0.9873047,4.8828125E-4,NaN,NaN,NaN,0
1539161412523,17103989141,27,0.06665039,-0.97875977,-0.0029296875,NaN,NaN,NaN,0
1539161412603,17103989141,28,0.07080078,-0.9902344,-0.0031738281,NaN,NaN,NaN,0
1539161412683,17103989141,29,0.059814453,-0.9814453,-0.016601562,NaN,NaN,NaN,0
1539161412763,17103989141,30,0.05493164,-0.9838867,-0.009033203,NaN,NaN,NaN,0
1539161412843,17103989141,31,0.07006836,-0.98217773,-0.0029296875,NaN,NaN,NaN,0
1539161412923,17103991570,0,0.053955078,-0.9914551,-0.028808594,NaN,NaN,0.1076051,0
1539161413003,17103991570,1,0.076660156,-0.97753906,-0.040283203,NaN,NaN,0.1076051,0
1539161413083,17103991570,2,0.08300781,-0.9831543,-0.053710938,NaN,NaN,0.1076051,0
1539161413163,17103991570,3,0.07397461,-0.97875977,-0.04321289,NaN,NaN,0.1076051,0
1539161413243,17103991570,4,0.07373047,-0.9814453,-0.040283203,NaN,NaN,0.1076051,0
1539161413323,17103991570,5,0.076660156,-0.97094727,-0.045898438,NaN,NaN,0.1076051,0
