phoneTimestamp,pm1,pm2_5,pm10,temperature,humidity,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,total,gpsLongitude,gpsLatitude,gpsAltitude,gpsAccuracy,luxLevel,motion,battery
1539528763644,1.1070994,1.6929988,5.185442,25.2,34.3,249,88,49,36,6,7,10,6,6,1,0,0,0,1,0,0,459,-3.1860341,55.9444283,140.39999389648438,11.92,0,4508,386
1539528801941,1.2238597,1.8954684,3.2633119,24.800001,30.9,272,101,64,32,13,15,13,6,3,2,0,0,0,0,0,0,521,-3.1866824,55.9445449,151.9248046875,6.759,1,13869,386
1539528840202,1.358605,2.1197464,9.6689825,24.1,29.800001,313,115,55,37,13,21,17,4,4,4,1,1,0,0,1,1,587,-3.1876198,55.9445399,151.0106201171875,6.354,11,16583,386
1539528879122,1.7275199,2.3913414,3.5309799,23.5,29.6,453,146,68,41,19,10,12,2,3,0,1,0,0,0,0,0,755,-3.1880254,55.9450075,143.16021728515625,3.551,5,15042,386
1539528918048,1.2427759,1.868274,3.8617723,22.9,30.800001,283,110,56,45,16,10,12,4,2,1,2,0,0,0,0,0,541,-3.188804,55.9452883,142.99688720703125,3.693,4,13874,386
1539528957622,1.6544675,2.4135478,4.0071645,22.2,31.7,418,139,63,52,16,20,14,5,0,4,0,0,0,0,0,0,731,-3.1895342,55.9456423,141.1265869140625,3.9,26,15142,385
1539528996552,1.5018907,2.2992659,6.8162374,21.800001,32.7,318,137,73,44,24,14,15,5,3,2,2,0,0,1,0,0,638,-3.1904667,55.9453265,135.490478515625,4.231,0,14187,385
1539529036116,1.1931905,1.9830016,3.4078567,21.4,33.4,234,110,63,38,33,13,19,6,3,2,0,0,0,0,0,0,521,-3.1909809,55.94529,137.7933349609375,4.034,1,13955,386
1539529073749,1.1485521,1.7826211,3.3399878,21.0,34.100002,270,106,46,32,16,15,18,3,3,1,1,0,0,0,0,0,511,-3.191525,55.9452692,143.9451904296875,5.531,5,9143,386
1539529112673,1.8752431,2.7546046,6.552797,20.800001,34.9,516,147,67,50,19,21,20,5,5,3,1,1,0,0,0,0,855,-3.1910609,55.9457424,146.13446044921875,3.113,7,17607,385
1539529151599,1.7315689,2.5851464,10.561905,20.5,35.100002,423,141,75,47,26,13,14,10,2,3,2,1,0,1,1,0,759,-3.1909271,55.9462219,145.483642578125,5.268,0,16485,385
1539529191171,1.9039096,2.897548,15.498186,20.2,35.4,500,134,81,55,30,23,15,11,6,0,3,2,0,1,1,2,864,-3.1912734,55.9468073,147.6561279296875,3.844,6,17958,385
1539529231391,2.7609074,3.7209866,6.8048625,20.0,36.0,762,230,89,51,17,14,19,6,4,2,0,0,0,0,0,1,1195,-3.1914667,55.947291,143.3070068359375,3.9,2,17242,385
1539529269673,1.6679883,2.422236,2.9352908,19.800001,36.4,383,156,67,45,26,20,12,3,2,0,0,0,0,0,0,0,714,-3.1917984,55.9476914,141.416259765625,3.752,13,16185,385
1539529309245,1.3203689,2.0515468,8.477319,19.6,36.600002,325,110,53,39,23,10,18,10,2,1,0,0,0,1,1,1,594,-3.1921247,55.9482598,141.89288330078125,3.543,2,17222,385
1539529344928,1.2559794,1.9025944,7.1732183,19.4,36.600002,259,109,49,37,25,9,12,2,2,3,0,0,1,0,0,1,509,-3.1925872,55.9485957,140.7373046875,3.461,1,13802,385
1539529381257,1.6198809,2.5024548,10.741499,19.2,36.9,392,110,58,39,21,20,20,6,3,3,2,2,0,1,0,0,677,-3.1933827,55.9486577,143.92401123046875,3.655,1,18879,385
1539529417586,2.2276247,2.9350111,7.68057,19.0,37.7,635,142,54,45,15,12,8,5,2,2,1,2,0,0,0,0,923,-3.1940529,55.948442,140.1282958984375,4.776,5,17277,385
1539529454565,1.8745394,2.7567258,11.322969,18.9,37.9,446,159,64,46,24,20,16,6,4,1,1,2,1,0,1,0,791,-3.1940594,55.9484261,141.12066650390625,8.891,0,2521,385
1539529492841,2.7782001,3.668999,10.531117,18.9,38.4,982,135,63,37,22,20,20,8,4,2,1,2,0,1,0,0,1297,-3.19406,55.9484258,141.12066650390625,18.855,0,1588,385
1539529531118,6.955085,8.166466,22.513638,19.0,38.9,2926,236,72,42,33,29,21,5,6,8,4,2,0,3,0,0,3387,-3.1940458,55.948427,144.34930419921875,16.008,4,5780,385
1539529566794,1.304737,2.004043,2.596538,19.1,38.600002,273,95,65,42,14,13,14,4,2,0,0,0,0,0,0,0,522,-3.1936169,55.9487883,161.91192626953125,5.88,4,12083,385
1539529601830,1.3674691,2.0774739,6.132415,19.0,38.0,272,116,58,40,23,8,12,5,2,2,1,0,1,0,0,0,540,-3.1928051,55.9488043,165.52130126953125,8.967,4,11876,385
1539529638149,1.7695498,2.389153,8.125443,18.9,38.0,460,106,67,34,14,4,7,3,2,3,1,1,0,1,0,0,703,-3.1923545,55.9488318,160.243408203125,9.504,1,11827,385
1539529673844,1.4981269,2.1326406,4.784687,18.7,38.100002,362,108,53,37,13,14,11,3,2,0,0,0,1,0,0,0,604,-3.1927784,55.9492659,151.9605712890625,8.449,1,10291,385
1539529710174,1.2957288,2.117568,8.417544,18.6,38.100002,258,113,53,41,31,13,20,7,0,3,2,1,0,1,0,0,543,-3.1925857,55.9494532,160.674072265625,8.401,4,13667,385
1539529745853,1.0761158,1.6459385,3.4283955,18.4,38.0,218,95,43,40,10,8,13,2,2,2,1,0,0,0,0,0,434,-3.192233,55.9494858,158.69580078125,3.686,3,3692,384
1539529782832,1.0670094,1.6020677,4.330218,18.300001,38.0,225,94,47,33,13,10,9,2,4,0,0,0,1,0,0,0,438,-3.1922133,55.9495579,163.2025146484375,3.0,3,763,384
1539529819813,1.298899,1.8909253,2.8610363,18.300001,37.9,295,106,52,28,16,9,13,5,0,0,1,0,0,0,0,0,525,-3.192214,55.9495738,163.85137939453125,3.0,3,315,385
1539529857434,1.2150487,1.8477241,9.350607,18.2,38.0,293,81,50,58,15,11,6,6,2,3,0,0,2,0,1,0,528,-3.1920057,55.9495566,158.0059814453125,6.628,5,9484,384
1539529892471,1.1485823,1.8715534,6.381143,18.1,39.3,247,81,56,40,27,14,17,2,4,0,0,0,1,0,0,1,490,-3.1921025,55.9494445,155.2027587890625,4.175,23,6944,384
1539529928152,1.0421923,1.6563649,13.193887,18.0,38.9,219,84,48,30,17,18,8,5,2,3,0,3,1,1,0,1,440,-3.1925076,55.9495287,149.47674560546875,5.395,4,9072,384
1539529965128,1.1576155,1.8499172,4.7260995,17.9,39.0,235,107,42,38,25,17,9,5,5,2,2,0,0,0,0,0,487,-3.1925172,55.9496073,145.18756103515625,7.137,1,14434,384
