C,epsilon,loss,temp_hum,window_size,mae,mse
2e-07,0.001,epsilon_insensitive,False,0,0.39912222424051835,0.21503880348498064
2e-07,0.1,epsilon_insensitive,False,0,0.40718849428583065,0.21329285062195924
2e-07,0.5,epsilon_insensitive,False,0,0.5624748678417884,0.41463464423742485
2e-07,1.0,epsilon_insensitive,False,0,0.6523370849771218,0.7086420123700019
2e-07,2.5,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
2e-07,5.0,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
2e-05,0.001,epsilon_insensitive,False,0,0.12499709175132813,0.03134253582892625
2e-05,0.1,epsilon_insensitive,False,0,0.13815517585770512,0.03315771546821174
2e-05,0.5,epsilon_insensitive,False,0,0.3582825821407459,0.15618824690073277
2e-05,1.0,epsilon_insensitive,False,0,0.5669485847931105,0.42132080228601515
2e-05,2.5,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
2e-05,5.0,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
0.0002,0.001,epsilon_insensitive,False,0,0.12499712497975268,0.03134254335574413
0.0002,0.1,epsilon_insensitive,False,0,0.1381545110018924,0.03315779708143408
0.0002,0.5,epsilon_insensitive,False,0,0.3582846489226714,0.1561865521584295
0.0002,1.0,epsilon_insensitive,False,0,0.5667878528489917,0.42100227624338865
0.0002,2.5,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
0.0002,5.0,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
0.002,0.001,epsilon_insensitive,False,0,0.12499728375226164,0.031342581699181665
0.002,0.1,epsilon_insensitive,False,0,0.13815134974853088,0.033158198159984845
0.002,0.5,epsilon_insensitive,False,0,0.35829013463909026,0.15617474624905925
0.002,1.0,epsilon_insensitive,False,0,0.5662282808368811,0.4198964664002772
0.002,2.5,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
0.002,5.0,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
0.02,0.001,epsilon_insensitive,False,0,0.12499789553544956,0.03134276622856568
0.02,0.1,epsilon_insensitive,False,0,0.13813900570902166,0.033159970388432145
0.02,0.5,epsilon_insensitive,False,0,0.3583074789772309,0.15613279025427432
0.02,1.0,epsilon_insensitive,False,0,0.564340089069342,0.4162006972958088
0.02,2.5,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
0.02,5.0,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
0.2,0.001,epsilon_insensitive,False,0,0.12500010027848127,0.031343915777551044
0.2,0.1,epsilon_insensitive,False,0,0.13811788963813235,0.03316875036024284
0.2,0.5,epsilon_insensitive,False,0,0.3589112206677428,0.15626464741483842
0.2,1.0,epsilon_insensitive,False,0,0.5599535747566022,0.40782707256595624
0.2,2.5,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
0.2,5.0,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
2.0,0.001,epsilon_insensitive,False,0,0.12503261371345206,0.031358142307463324
2.0,0.1,epsilon_insensitive,False,0,0.13817070822192506,0.033199465616480454
2.0,0.5,epsilon_insensitive,False,0,0.36029971510822,0.1567452445050358
2.0,1.0,epsilon_insensitive,False,0,0.5599535747566022,0.40782707256595624
2.0,2.5,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
2.0,5.0,epsilon_insensitive,False,0,1.0383536673707972,1.3161178646474965
