phoneTimestamp,pm1,pm2_5,pm10,temperature,humidity,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,total,gpsLongitude,gpsLatitude,gpsAltitude,gpsAccuracy,luxLevel,motion,battery
1541078497038,0.64219135,1.2957469,62.752464,20.4,61.0,138,52,29,18,8,10,11,11,7,7,12,11,9,2,4,3,332,-3.180197,55.9455815,132.46331787109375,11.416,0,8016,354
1541078534023,0.7838228,1.549933,90.90099,20.5,60.4,179,69,33,22,9,12,16,10,7,11,14,21,13,8,1,3,428,-3.1810345,55.9457371,127.80029296875,3.621,0,15481,354
1541078571018,0.8539927,1.5694282,75.74144,20.4,58.5,198,84,33,16,4,10,17,12,6,6,17,20,8,3,2,6,442,-3.1818189,55.9459347,136.10125732421875,3.883,0,16797,354
1541078609270,0.73251015,1.2941281,63.252182,20.2,56.4,187,62,29,16,14,6,7,11,6,5,10,17,5,5,5,2,387,-3.1828202,55.9457496,138.6318359375,4.691,0,16620,354
1541078645611,0.9213374,1.5456846,39.251335,19.9,55.2,194,95,34,33,17,6,12,6,6,4,5,14,0,3,0,5,434,-3.1837135,55.9454304,140.53118896484375,3.643,0,16730,353
1541078681293,1.0744977,1.6464977,64.83743,19.7,54.2,288,89,33,18,8,9,4,9,6,5,9,18,9,4,0,3,512,-3.1843338,55.9451416,144.73406982421875,4.322,0,16081,353
1541078717621,0.9696228,1.6745487,57.728264,19.5,53.4,241,82,33,24,11,11,16,9,5,5,15,12,8,6,0,0,478,-3.1849886,55.9447625,148.06463623046875,3.86,0,16288,354
1541078752669,0.843984,1.5183969,57.015095,19.4,53.100002,183,79,29,27,13,9,12,4,7,8,18,14,4,2,4,1,414,-3.1856987,55.9443291,147.58172607421875,3.792,0,16907,354
1541078788985,0.6939033,1.3970679,47.71635,19.300001,53.3,174,59,29,16,8,13,20,16,5,6,9,7,7,2,4,3,378,-3.1865321,55.9440727,142.43035888671875,3.908,0,18308,353
1541078825313,0.6869298,1.3430014,52.690685,19.300001,53.3,147,60,34,22,11,11,18,5,6,7,7,19,5,3,0,2,357,-3.1872785,55.9438447,144.51544189453125,4.134,0,16482,353
1541078860996,0.8509239,1.4692789,52.749977,19.300001,52.9,184,87,30,24,12,13,11,7,1,11,7,13,8,4,1,0,413,-3.1869604,55.9433144,146.78204345703125,5.046,0,14428,353
1541078898622,0.8746117,1.5254492,37.81172,19.300001,53.4,176,80,50,27,12,13,15,9,2,2,7,8,6,3,0,2,412,-3.1865301,55.9429272,143.50360107421875,3.975,0,16542,353
1541078934954,0.99444896,1.6814811,60.94154,19.300001,53.9,197,106,45,27,15,8,14,7,5,3,14,12,9,2,4,3,471,-3.1855946,55.9430557,137.6044921875,3.658,0,15908,353
1541078973215,0.9203218,1.7549046,54.704556,19.4,54.4,211,74,49,26,12,13,16,9,6,17,14,18,6,0,1,1,473,-3.1847108,55.9431984,141.1787109375,5.203,0,15772,353
