phoneTimestamp,pm1,pm2_5,pm10,temperature,humidity,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,total,gpsLongitude,gpsLatitude,gpsAltitude,gpsAccuracy,luxLevel,motion,battery
1542307491139,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1865872,55.944506,176.3170166015625,14.935,0,798,0
1542307520242,0.8783935,1.8494251,71.18742,24.5,42.100002,101,32,21,25,14,10,9,9,3,4,6,7,5,3,1,2,252,-3.1865872,55.944506,176.3170166015625,14.935,0,2576,382
1542307556572,0.8891312,1.3533999,7.444641,24.5,41.9,180,63,41,16,10,3,6,7,2,1,2,1,1,0,0,0,333,-3.1865872,55.944506,176.3170166015625,14.935,0,3953,382
1542307594205,1.3181173,1.9128425,12.992517,24.5,42.100002,279,123,58,37,7,15,7,2,3,2,1,3,1,0,0,2,540,-3.1862872,55.9445037,141.3585205078125,3.979,0,6853,382
1542307631181,1.1147103,2.158003,31.39915,24.6,41.8,239,107,49,40,21,36,25,13,7,9,7,5,3,2,1,2,566,-3.1857116,55.9444767,142.5631103515625,3.869,0,11533,382
1542307666865,1.2167406,2.1431282,10.965519,24.6,41.4,252,105,63,45,18,19,22,11,6,5,4,0,1,0,0,1,552,-3.1852134,55.9447727,142.39453125,7.957,0,12737,381
1542307704494,1.0701518,1.8167337,16.654099,24.6,41.100002,245,107,41,30,19,19,18,13,4,1,3,2,0,3,1,1,507,-3.184439,55.9450518,146.90594482421875,7.189,0,13426,381
1542307741466,1.1595472,1.8445307,5.551231,24.6,40.8,257,95,63,34,17,17,17,5,2,0,0,1,0,0,1,0,509,-3.184276,55.9452254,142.49420166015625,6.943,0,4637,381
1542307775853,1.1278566,1.8200839,11.542966,24.6,40.600002,276,112,41,25,14,18,18,11,3,2,2,4,1,0,0,0,527,-3.1842859,55.9452296,135.8006591796875,8.505,0,5741,381
1542307812184,1.1238871,1.9392775,18.512014,24.5,40.4,242,102,55,47,9,16,23,10,6,1,2,2,3,2,0,1,521,-3.1845248,55.9456146,134.269287109375,7.895,0,11390,381
1542307847863,1.0451865,1.7523094,13.198469,24.5,40.2,223,91,49,26,17,20,11,7,6,5,1,3,1,1,0,0,461,-3.184583,55.9456398,134.31402587890625,8.611,0,6291,381
1542307884195,0.6373931,0.99041474,4.2647133,24.5,40.100002,152,59,19,25,8,5,9,2,3,1,1,0,0,0,1,0,285,-3.184583,55.9456398,134.31402587890625,8.611,0,3058,381
1542307919878,0.51244146,0.9517718,7.7478094,24.5,40.0,123,45,18,18,8,14,14,7,1,2,1,1,1,0,1,0,254,-3.184583,55.9456398,134.31402587890625,8.611,0,4696,381
1542307954908,0.67560816,1.0694288,4.081872,24.4,39.8,154,61,26,20,12,5,8,6,1,2,1,1,0,0,0,0,297,-3.184583,55.9456398,134.31402587890625,8.611,0,4207,381
