timestamp,longitude,latitude,altitude,accuracy
1539385202463,-3.1804529,55.9455849,120.8677978515625,30.415
1539385207505,-3.1804529,55.9455849,120.8677978515625,30.415
1539385213176,-3.1804529,55.9455849,120.8677978515625,30.415
1539385218819,-3.1804529,55.9455849,120.8677978515625,30.415
1539385224510,-3.1804529,55.9455849,120.8677978515625,30.415
1539385230251,-3.1804529,55.9455849,120.8677978515625,30.415
1539385235284,-3.1804529,55.9455849,120.8677978515625,30.415
1539385241561,-3.1804529,55.9455849,120.8677978515625,30.415
1539385247244,-3.1804529,55.9455849,120.8677978515625,30.415
1539385252953,-3.1804529,55.9455849,120.8677978515625,30.415
1539385258672,-3.1804529,55.9455849,120.8677978515625,30.415
1539385264354,-3.1804529,55.9455849,120.8677978515625,30.415
1539385270073,-3.1804529,55.9455849,120.8677978515625,30.415
1539385275779,-3.1804529,55.9455849,120.8677978515625,30.415
1539385281494,-3.1804529,55.9455849,120.8677978515625,30.415
1539385287134,-3.1804529,55.9455849,120.8677978515625,30.415
1539385292824,-3.1804529,55.9455849,120.8677978515625,30.415
1539385298482,-3.1804529,55.9455849,120.8677978515625,30.415
1539385304136,-3.1804529,55.9455849,120.8677978515625,30.415
1539385309830,-3.1804529,55.9455849,120.8677978515625,30.415
1539385314878,-3.1804529,55.9455849,120.8677978515625,30.415
1539385320532,-3.1804529,55.9455849,120.8677978515625,30.415
1539385326186,-3.1804529,55.9455849,120.8677978515625,30.415
1539385331875,-3.1804529,55.9455849,120.8677978515625,30.415
1539385337595,-3.1804529,55.9455849,120.8677978515625,30.415
1539385343281,-3.1804529,55.9455849,120.8677978515625,30.415
1539385348979,-3.1804529,55.9455849,120.8677978515625,30.415
1539385354694,-3.1804529,55.9455849,120.8677978515625,30.415
1539385360401,-3.1804529,55.9455849,120.8677978515625,30.415
1539385366065,-3.1804529,55.9455849,120.8677978515625,30.415
1539385371749,-3.1804529,55.9455849,120.8677978515625,30.415
1539385377441,-3.1804529,55.9455849,120.8677978515625,30.415
1539385383160,-3.1804529,55.9455849,120.8677978515625,30.415
1539385388840,-3.1804529,55.9455849,120.8677978515625,30.415
1539385394542,-3.1804529,55.9455849,120.8677978515625,30.415
1539385400236,-3.1804529,55.9455849,120.8677978515625,30.415
1539385405979,-3.1804529,55.9455849,120.8677978515625,30.415
1539385411678,-3.1804529,55.9455849,120.8677978515625,30.415
1539385417430,-3.1804529,55.9455849,120.8677978515625,30.415
1539385423119,-3.1804529,55.9455849,120.8677978515625,30.415
1539385428808,-3.1804529,55.9455849,120.8677978515625,30.415
1539385434490,-3.1804529,55.9455849,120.8677978515625,30.415
1539385440236,-3.1804529,55.9455849,120.8677978515625,30.415
1539385445913,-3.1804529,55.9455849,120.8677978515625,30.415
1539385451594,-3.1804529,55.9455849,120.8677978515625,30.415
1539385457270,-3.1804529,55.9455849,120.8677978515625,30.415
1539385462964,-3.1804529,55.9455849,120.8677978515625,30.415
1539385468707,-3.1804529,55.9455849,120.8677978515625,30.415
1539385474383,-3.1804529,55.9455849,120.8677978515625,30.415
1539385480036,-3.1804529,55.9455849,120.8677978515625,30.415
1539385485693,-3.1804529,55.9455849,120.8677978515625,30.415
1539385491371,-3.1804529,55.9455849,120.8677978515625,30.415
1539385497063,-3.1804529,55.9455849,120.8677978515625,30.415
1539385502810,-3.1804529,55.9455849,120.8677978515625,30.415
1539385508473,-3.1804529,55.9455849,120.8677978515625,30.415
1539385514138,-3.1804529,55.9455849,120.8677978515625,30.415
1539385519821,-3.1804529,55.9455849,120.8677978515625,30.415
1539385525548,-3.1804529,55.9455849,120.8677978515625,30.415
1539385531232,-3.1804529,55.9455849,120.8677978515625,30.415
1539385536890,-3.1804529,55.9455849,120.8677978515625,30.415
1539385542578,-3.1804529,55.9455849,120.8677978515625,30.415
1539385548293,-3.1804529,55.9455849,120.8677978515625,30.415
1539385553983,-3.1804529,55.9455849,120.8677978515625,30.415
1539385559727,-3.1804529,55.9455849,120.8677978515625,30.415
1539385565403,-3.1804529,55.9455849,120.8677978515625,30.415
1539385571064,-3.1804529,55.9455849,120.8677978515625,30.415
1539385576764,-3.1804529,55.9455849,120.8677978515625,30.415
1539385581791,-3.1804529,55.9455849,120.8677978515625,30.415
1539385587462,-3.1804529,55.9455849,120.8677978515625,30.415
1539385593146,-3.1804529,55.9455849,120.8677978515625,30.415
1539385598873,-3.1804529,55.9455849,120.8677978515625,30.415
1539385607805,-3.1804529,55.9455849,120.8677978515625,30.415
1539385613481,-3.1804529,55.9455849,120.8677978515625,30.415
1539385619169,-3.1804529,55.9455849,120.8677978515625,30.415
1539385624213,-3.1804529,55.9455849,120.8677978515625,30.415
1539385626077,-3.1803018,55.9456718,146.4830322265625,80.199
1539385634658,-3.1803018,55.9456718,146.4830322265625,80.199
1539385652108,-3.1803018,55.9456718,146.4830322265625,80.199
1539385657129,-3.1803018,55.9456718,146.4830322265625,80.199
1539385662803,-3.1803018,55.9456718,146.4830322265625,80.199
1539385668491,-3.1803018,55.9456718,146.4830322265625,80.199
1539385674204,-3.1803018,55.9456718,146.4830322265625,80.199
1539385679921,-3.1803018,55.9456718,146.4830322265625,80.199
1539385685620,-3.1803018,55.9456718,146.4830322265625,80.199
1539385693830,-3.1803018,55.9456718,146.4830322265625,80.199
1539385699520,-3.1803018,55.9456718,146.4830322265625,80.199
1539385705183,-3.1803018,55.9456718,146.4830322265625,80.199
1539385710831,-3.1803018,55.9456718,146.4830322265625,80.199
1539385716491,-3.1803018,55.9456718,146.4830322265625,80.199
1539385722171,-3.1803018,55.9456718,146.4830322265625,80.199
1539385727847,-3.1803018,55.9456718,146.4830322265625,80.199
1539385733510,-3.1803018,55.9456718,146.4830322265625,80.199
1539385739203,-3.1803018,55.9456718,146.4830322265625,80.199
1539385744885,-3.1803018,55.9456718,146.4830322265625,80.199
1539385750571,-3.1803018,55.9456718,146.4830322265625,80.199
1539385756250,-3.1803018,55.9456718,146.4830322265625,80.199
1539385761917,-3.1803018,55.9456718,146.4830322265625,80.199
1539385767106,-3.1803037,55.9457701,137.69708251953125,204.752
1539385772838,-3.1803037,55.9457701,137.69708251953125,204.752
1539385780112,-3.1803037,55.9457701,137.69708251953125,204.752
1539385785803,-3.1803037,55.9457701,137.69708251953125,204.752
1539385791535,-3.1803037,55.9457701,137.69708251953125,204.752
1539385797193,-3.1803037,55.9457701,137.69708251953125,204.752
1539385802905,-3.1803037,55.9457701,137.69708251953125,204.752
1539385808612,-3.1803037,55.9457701,137.69708251953125,204.752
1539385814296,-3.1803037,55.9457701,137.69708251953125,204.752
1539385819975,-3.1803037,55.9457701,137.69708251953125,204.752
1539385825652,-3.1803037,55.9457701,137.69708251953125,204.752
1539385831331,-3.1803037,55.9457701,137.69708251953125,204.752
1539385837006,-3.1803037,55.9457701,137.69708251953125,204.752
1539385844809,-3.1803037,55.9457701,137.69708251953125,204.752
1539385850507,-3.1803037,55.9457701,137.69708251953125,204.752
1539385856203,-3.1803037,55.9457701,137.69708251953125,204.752
1539385861908,-3.1803037,55.9457701,137.69708251953125,204.752
1539385867679,-3.1803037,55.9457701,137.69708251953125,204.752
1539385873369,-3.1803037,55.9457701,137.69708251953125,204.752
1539385879095,-3.1803037,55.9457701,137.69708251953125,204.752
1539385884779,-3.1803037,55.9457701,137.69708251953125,204.752
1539385890448,-3.1803037,55.9457701,137.69708251953125,204.752
1539385896121,-3.1803037,55.9457701,137.69708251953125,204.752
1539385901808,-3.1803037,55.9457701,137.69708251953125,204.752
1539385907464,-3.1803037,55.9457701,137.69708251953125,204.752
1539385913109,-3.1803037,55.9457701,137.69708251953125,204.752
1539385918781,-3.1803037,55.9457701,137.69708251953125,204.752
1539385924464,-3.1803037,55.9457701,137.69708251953125,204.752
1539385930148,-3.1803037,55.9457701,137.69708251953125,204.752
1539385935864,-3.1803037,55.9457701,137.69708251953125,204.752
1539385941547,-3.1803037,55.9457701,137.69708251953125,204.752
1539385947221,-3.1803037,55.9457701,137.69708251953125,204.752
1539385952894,-3.1803037,55.9457701,137.69708251953125,204.752
1539385954072,-3.1796128,55.9453811,129.69744873046875,189.031
1539385964118,-3.1796128,55.9453811,129.69744873046875,189.031
1539385969160,-3.1796128,55.9453811,129.69744873046875,189.031
1539385974179,-3.1796128,55.9453811,129.69744873046875,189.031
1539385979378,-3.1796128,55.9453811,129.69744873046875,189.031
1539385985076,-3.1796128,55.9453811,129.69744873046875,189.031
1539385990786,-3.1796128,55.9453811,129.69744873046875,189.031
1539385996489,-3.1796128,55.9453811,129.69744873046875,189.031
1539386002191,-3.1796128,55.9453811,129.69744873046875,189.031
1539386007872,-3.1796128,55.9453811,129.69744873046875,189.031
1539386013541,-3.1796128,55.9453811,129.69744873046875,189.031
1539386019232,-3.1796128,55.9453811,129.69744873046875,189.031
1539386024958,-3.1796128,55.9453811,129.69744873046875,189.031
1539386030622,-3.1796128,55.9453811,129.69744873046875,189.031
1539386036308,-3.1796128,55.9453811,129.69744873046875,189.031
1539386041968,-3.1796128,55.9453811,129.69744873046875,189.031
1539386047643,-3.1796128,55.9453811,129.69744873046875,189.031
1539386053321,-3.1796128,55.9453811,129.69744873046875,189.031
1539386059016,-3.1796128,55.9453811,129.69744873046875,189.031
1539386060076,-3.1807865,55.9452344,140.96734619140625,96.48
1539386065406,-3.1807865,55.9452344,140.96734619140625,96.48
1539386070430,-3.1807865,55.9452344,140.96734619140625,96.48
1539386078105,-3.1807865,55.9452344,140.96734619140625,96.48
1539386083776,-3.1807865,55.9452344,140.96734619140625,96.48
1539386094787,-3.1807865,55.9452344,140.96734619140625,96.48
1539386099812,-3.1807865,55.9452344,140.96734619140625,96.48
1539386105515,-3.1807865,55.9452344,140.96734619140625,96.48
1539386111116,-3.1807865,55.9452344,140.96734619140625,96.48
1539386116828,-3.1807865,55.9452344,140.96734619140625,96.48
1539386122510,-3.1807865,55.9452344,140.96734619140625,96.48
1539386128174,-3.1807865,55.9452344,140.96734619140625,96.48
1539386133825,-3.1807865,55.9452344,140.96734619140625,96.48
1539386139519,-3.1807865,55.9452344,140.96734619140625,96.48
1539386145228,-3.1807865,55.9452344,140.96734619140625,96.48
1539386150940,-3.1807865,55.9452344,140.96734619140625,96.48
1539386156620,-3.1807865,55.9452344,140.96734619140625,96.48
1539386162295,-3.1807865,55.9452344,140.96734619140625,96.48
1539386168793,-3.1807865,55.9452344,140.96734619140625,96.48
1539386174469,-3.1807865,55.9452344,140.96734619140625,96.48
1539386180143,-3.1807865,55.9452344,140.96734619140625,96.48
1539386185838,-3.1807865,55.9452344,140.96734619140625,96.48
1539386191547,-3.1807865,55.9452344,140.96734619140625,96.48
1539386197272,-3.1807865,55.9452344,140.96734619140625,96.48
1539386202954,-3.1807865,55.9452344,140.96734619140625,96.48
1539386208651,-3.1807865,55.9452344,140.96734619140625,96.48
1539386214323,-3.1807865,55.9452344,140.96734619140625,96.48
1539386220027,-3.1807865,55.9452344,140.96734619140625,96.48
1539386228843,-3.1807865,55.9452344,140.96734619140625,96.48
1539386233875,-3.1807865,55.9452344,140.96734619140625,96.48
1539386239537,-3.1807865,55.9452344,140.96734619140625,96.48
1539386245227,-3.1807865,55.9452344,140.96734619140625,96.48
1539386250899,-3.1807865,55.9452344,140.96734619140625,96.48
1539386256580,-3.1807865,55.9452344,140.96734619140625,96.48
1539386262272,-3.1807865,55.9452344,140.96734619140625,96.48
1539386267995,-3.1807865,55.9452344,140.96734619140625,96.48
1539386273725,-3.1807865,55.9452344,140.96734619140625,96.48
1539386279407,-3.1807865,55.9452344,140.96734619140625,96.48
1539386285139,-3.1807865,55.9452344,140.96734619140625,96.48
1539386290824,-3.1807865,55.9452344,140.96734619140625,96.48
1539386296596,-3.1807865,55.9452344,140.96734619140625,96.48
1539386302327,-3.1807865,55.9452344,140.96734619140625,96.48
1539386308029,-3.1807865,55.9452344,140.96734619140625,96.48
1539386313758,-3.1807865,55.9452344,140.96734619140625,96.48
1539386319462,-3.1807865,55.9452344,140.96734619140625,96.48
1539386325212,-3.1807865,55.9452344,140.96734619140625,96.48
1539386330933,-3.1807865,55.9452344,140.96734619140625,96.48
1539386336636,-3.1807865,55.9452344,140.96734619140625,96.48
1539386341673,-3.1807865,55.9452344,140.96734619140625,96.48
1539386347384,-3.1807865,55.9452344,140.96734619140625,96.48
1539386353126,-3.1807865,55.9452344,140.96734619140625,96.48
1539386358821,-3.1807865,55.9452344,140.96734619140625,96.48
1539386364490,-3.1807865,55.9452344,140.96734619140625,96.48
1539386370163,-3.1807865,55.9452344,140.96734619140625,96.48
1539386375838,-3.1807865,55.9452344,140.96734619140625,96.48
1539386381520,-3.1807865,55.9452344,140.96734619140625,96.48
1539386387197,-3.1807865,55.9452344,140.96734619140625,96.48
1539386392887,-3.1807865,55.9452344,140.96734619140625,96.48
1539386398590,-3.1807865,55.9452344,140.96734619140625,96.48
1539386404310,-3.1807865,55.9452344,140.96734619140625,96.48
1539386409986,-3.1807865,55.9452344,140.96734619140625,96.48
1539386415678,-3.1807865,55.9452344,140.96734619140625,96.48
1539386421388,-3.1807865,55.9452344,140.96734619140625,96.48
1539386427083,-3.1807865,55.9452344,140.96734619140625,96.48
1539386432802,-3.1807865,55.9452344,140.96734619140625,96.48
1539386437842,-3.1807865,55.9452344,140.96734619140625,96.48
1539386443582,-3.1807865,55.9452344,140.96734619140625,96.48
1539386449268,-3.1807865,55.9452344,140.96734619140625,96.48
1539386454958,-3.1807865,55.9452344,140.96734619140625,96.48
1539386460089,-3.1802594,55.9455647,132.38720703125,47.168
1539386461079,-3.1802691,55.9455691,131.99700927734375,43.419
1539386464069,-3.1802796,55.9455642,130.41015625,51.01
1539386467111,-3.1802779,55.9455158,131.7452392578125,50.44
1539386481126,-3.1802779,55.9455158,131.7452392578125,50.44
1539386486158,-3.1802779,55.9455158,131.7452392578125,50.44
1539386491772,-3.1802779,55.9455158,131.7452392578125,50.44
1539386497107,-3.1802779,55.9455158,131.7452392578125,50.44
1539386502771,-3.1802779,55.9455158,131.7452392578125,50.44
1539386508440,-3.1802779,55.9455158,131.7452392578125,50.44
1539386514125,-3.1802779,55.9455158,131.7452392578125,50.44
1539386519824,-3.1802779,55.9455158,131.7452392578125,50.44
1539386527119,-3.1802779,55.9455158,131.7452392578125,50.44
1539386532790,-3.1802779,55.9455158,131.7452392578125,50.44
1539386538465,-3.1802779,55.9455158,131.7452392578125,50.44
1539386544793,-3.1802779,55.9455158,131.7452392578125,50.44
1539386550477,-3.1802779,55.9455158,131.7452392578125,50.44
1539386556149,-3.1802779,55.9455158,131.7452392578125,50.44
1539386561814,-3.1802779,55.9455158,131.7452392578125,50.44
1539386567492,-3.1802779,55.9455158,131.7452392578125,50.44
1539386573126,-3.1802779,55.9455158,131.7452392578125,50.44
1539386578823,-3.1802779,55.9455158,131.7452392578125,50.44
1539386584544,-3.1802779,55.9455158,131.7452392578125,50.44
1539386590241,-3.1802779,55.9455158,131.7452392578125,50.44
1539386595948,-3.1802779,55.9455158,131.7452392578125,50.44
1539386601630,-3.1802779,55.9455158,131.7452392578125,50.44
1539386607300,-3.1802779,55.9455158,131.7452392578125,50.44
1539386612963,-3.1802779,55.9455158,131.7452392578125,50.44
1539386618648,-3.1802779,55.9455158,131.7452392578125,50.44
1539386624353,-3.1802779,55.9455158,131.7452392578125,50.44
1539386630060,-3.1802779,55.9455158,131.7452392578125,50.44
1539386635832,-3.1802779,55.9455158,131.7452392578125,50.44
1539386641527,-3.1802779,55.9455158,131.7452392578125,50.44
1539386647197,-3.1802779,55.9455158,131.7452392578125,50.44
1539386654810,-3.1802779,55.9455158,131.7452392578125,50.44
1539386660471,-3.1802779,55.9455158,131.7452392578125,50.44
1539386666158,-3.1802779,55.9455158,131.7452392578125,50.44
1539386671897,-3.1802779,55.9455158,131.7452392578125,50.44
1539386677578,-3.1802779,55.9455158,131.7452392578125,50.44
1539386683239,-3.1802779,55.9455158,131.7452392578125,50.44
1539386688906,-3.1802779,55.9455158,131.7452392578125,50.44
1539386694605,-3.1802779,55.9455158,131.7452392578125,50.44
1539386700322,-3.1802779,55.9455158,131.7452392578125,50.44
1539386705996,-3.1802779,55.9455158,131.7452392578125,50.44
1539386711667,-3.1802779,55.9455158,131.7452392578125,50.44
1539386717369,-3.1802779,55.9455158,131.7452392578125,50.44
1539386723091,-3.1802779,55.9455158,131.7452392578125,50.44
1539386725088,-3.1805403,55.9457176,114.53271484375,123.582
1539386731744,-3.1805403,55.9457176,114.53271484375,123.582
1539386755115,-3.1805403,55.9457176,114.53271484375,123.582
1539386760785,-3.1805403,55.9457176,114.53271484375,123.582
1539386766457,-3.1805403,55.9457176,114.53271484375,123.582
1539386772177,-3.1805403,55.9457176,114.53271484375,123.582
1539386777912,-3.1805403,55.9457176,114.53271484375,123.582
1539386783597,-3.1805403,55.9457176,114.53271484375,123.582
1539386789329,-3.1805403,55.9457176,114.53271484375,123.582
1539386795030,-3.1805403,55.9457176,114.53271484375,123.582
1539386800747,-3.1805403,55.9457176,114.53271484375,123.582
1539386806465,-3.1805403,55.9457176,114.53271484375,123.582
1539386812164,-3.1805403,55.9457176,114.53271484375,123.582
1539386817875,-3.1805403,55.9457176,114.53271484375,123.582
1539386823573,-3.1805403,55.9457176,114.53271484375,123.582
1539386829285,-3.1805403,55.9457176,114.53271484375,123.582
1539386834969,-3.1805403,55.9457176,114.53271484375,123.582
1539386840611,-3.1805403,55.9457176,114.53271484375,123.582
1539386846335,-3.1805403,55.9457176,114.53271484375,123.582
1539386850077,-3.1805304,55.945718,121.51580810546875,130.783
1539386857099,-3.1805304,55.945718,121.51580810546875,130.783
1539386863092,-3.1805304,55.945718,121.51580810546875,130.783
1539386868108,-3.1805304,55.945718,121.51580810546875,130.783
1539386877796,-3.1805304,55.945718,121.51580810546875,130.783
1539386883449,-3.1805304,55.945718,121.51580810546875,130.783
1539386889076,-3.1805304,55.945718,121.51580810546875,130.783
1539386894775,-3.1805304,55.945718,121.51580810546875,130.783
1539386900464,-3.1805304,55.945718,121.51580810546875,130.783
1539386906171,-3.1805304,55.945718,121.51580810546875,130.783
1539386911843,-3.1805304,55.945718,121.51580810546875,130.783
1539386917501,-3.1805304,55.945718,121.51580810546875,130.783
1539386923177,-3.1805304,55.945718,121.51580810546875,130.783
1539386928818,-3.1805304,55.945718,121.51580810546875,130.783
1539386934510,-3.1805304,55.945718,121.51580810546875,130.783
1539386940240,-3.1805304,55.945718,121.51580810546875,130.783
1539386945904,-3.1805304,55.945718,121.51580810546875,130.783
1539386951616,-3.1805304,55.945718,121.51580810546875,130.783
1539386957292,-3.1805304,55.945718,121.51580810546875,130.783
1539386962964,-3.1805304,55.945718,121.51580810546875,130.783
1539386968647,-3.1805304,55.945718,121.51580810546875,130.783
1539386974321,-3.1805304,55.945718,121.51580810546875,130.783
1539386980032,-3.1805304,55.945718,121.51580810546875,130.783
1539386985763,-3.1805304,55.945718,121.51580810546875,130.783
1539386991498,-3.1805304,55.945718,121.51580810546875,130.783
1539386997198,-3.1805304,55.945718,121.51580810546875,130.783
1539387002930,-3.1805304,55.945718,121.51580810546875,130.783
1539387008612,-3.1805304,55.945718,121.51580810546875,130.783
1539387014286,-3.1805304,55.945718,121.51580810546875,130.783
1539387019956,-3.1805304,55.945718,121.51580810546875,130.783
1539387025661,-3.1805304,55.945718,121.51580810546875,130.783
1539387031381,-3.1805304,55.945718,121.51580810546875,130.783
1539387037066,-3.1805304,55.945718,121.51580810546875,130.783
1539387042733,-3.1805304,55.945718,121.51580810546875,130.783
1539387048426,-3.1805304,55.945718,121.51580810546875,130.783
1539387054156,-3.1805304,55.945718,121.51580810546875,130.783
1539387059833,-3.1805304,55.945718,121.51580810546875,130.783
1539387065506,-3.1805304,55.945718,121.51580810546875,130.783
1539387071153,-3.1805304,55.945718,121.51580810546875,130.783
1539387076869,-3.1805304,55.945718,121.51580810546875,130.783
1539387082591,-3.1805304,55.945718,121.51580810546875,130.783
1539387088231,-3.1805304,55.945718,121.51580810546875,130.783
1539387093901,-3.1805304,55.945718,121.51580810546875,130.783
1539387099611,-3.1805304,55.945718,121.51580810546875,130.783
1539387105084,-3.180697,55.946163,105.554931640625,186.528
1539387111105,-3.1806596,55.9460751,105.66412353515625,159.762
1539387116148,-3.1806596,55.9460751,105.66412353515625,159.762
1539387121176,-3.1806596,55.9460751,105.66412353515625,159.762
1539387126195,-3.1806596,55.9460751,105.66412353515625,159.762
1539387136788,-3.1806596,55.9460751,105.66412353515625,159.762
1539387141806,-3.1806596,55.9460751,105.66412353515625,159.762
1539387149073,-3.1802789,55.9452316,128.7618408203125,69.68
1539387154104,-3.1802789,55.9452316,128.7618408203125,69.68
1539387159119,-3.1802789,55.9452316,128.7618408203125,69.68
1539387167111,-3.1802789,55.9452316,128.7618408203125,69.68
1539387172780,-3.1802789,55.9452316,128.7618408203125,69.68
1539387178430,-3.1802789,55.9452316,128.7618408203125,69.68
1539387184153,-3.1802789,55.9452316,128.7618408203125,69.68
1539387189877,-3.1802789,55.9452316,128.7618408203125,69.68
1539387195576,-3.1802789,55.9452316,128.7618408203125,69.68
1539387201296,-3.1802789,55.9452316,128.7618408203125,69.68
1539387207777,-3.1802789,55.9452316,128.7618408203125,69.68
1539387213443,-3.1802789,55.9452316,128.7618408203125,69.68
1539387219152,-3.1802789,55.9452316,128.7618408203125,69.68
1539387224877,-3.1802789,55.9452316,128.7618408203125,69.68
1539387230607,-3.1802789,55.9452316,128.7618408203125,69.68
1539387236294,-3.1802789,55.9452316,128.7618408203125,69.68
1539387242038,-3.1802789,55.9452316,128.7618408203125,69.68
1539387247766,-3.1802789,55.9452316,128.7618408203125,69.68
1539387253453,-3.1802789,55.9452316,128.7618408203125,69.68
1539387259153,-3.1802789,55.9452316,128.7618408203125,69.68
1539387264881,-3.1802789,55.9452316,128.7618408203125,69.68
1539387270540,-3.1802789,55.9452316,128.7618408203125,69.68
1539387276243,-3.1802789,55.9452316,128.7618408203125,69.68
1539387281996,-3.1802789,55.9452316,128.7618408203125,69.68
1539387287692,-3.1802789,55.9452316,128.7618408203125,69.68
1539387296807,-3.1802789,55.9452316,128.7618408203125,69.68
1539387302517,-3.1802789,55.9452316,128.7618408203125,69.68
1539387308221,-3.1802789,55.9452316,128.7618408203125,69.68
1539387314752,-3.1802789,55.9452316,128.7618408203125,69.68
1539387320434,-3.1802789,55.9452316,128.7618408203125,69.68
1539387326118,-3.1802789,55.9452316,128.7618408203125,69.68
1539387331820,-3.1802789,55.9452316,128.7618408203125,69.68
1539387337503,-3.1802789,55.9452316,128.7618408203125,69.68
1539387346082,-3.180418,55.9454809,126.6103515625,51.456
1539387350118,-3.1804018,55.9454945,125.426513671875,49.305
1539387353065,-3.1803778,55.9454776,126.26934814453125,43.391
1539387367129,-3.1803778,55.9454776,126.26934814453125,43.391
1539387369070,-3.1804221,55.9452875,130.21319580078125,46.033
1539387372076,-3.180313,55.9450455,129.856201171875,44.357
1539387375126,-3.1803498,55.9450191,129.13433837890625,47.322
1539387378059,-3.1805082,55.945225,127.126220703125,43.335
1539387381070,-3.1806051,55.9452901,127.843017578125,45.285
1539387384062,-3.1806586,55.9453477,127.10736083984375,52.903
1539387393078,-3.1805061,55.9454267,128.02301025390625,56.986
1539387394068,-3.1804858,55.9453151,126.93487548828125,47.194
1539387398073,-3.1804091,55.9452901,129.5089111328125,57.117
1539387411094,-3.1804091,55.9452901,129.5089111328125,57.117
1539387416113,-3.1804091,55.9452901,129.5089111328125,57.117
1539387421792,-3.1804091,55.9452901,129.5089111328125,57.117
1539387427453,-3.1804091,55.9452901,129.5089111328125,57.117
1539387433178,-3.1804091,55.9452901,129.5089111328125,57.117
1539387438868,-3.1804091,55.9452901,129.5089111328125,57.117
1539387444588,-3.1804091,55.9452901,129.5089111328125,57.117
1539387454116,-3.1804091,55.9452901,129.5089111328125,57.117
1539387459792,-3.1804091,55.9452901,129.5089111328125,57.117
1539387465480,-3.1804091,55.9452901,129.5089111328125,57.117
1539387471243,-3.1804091,55.9452901,129.5089111328125,57.117
1539387476926,-3.1804091,55.9452901,129.5089111328125,57.117
1539387482640,-3.1804091,55.9452901,129.5089111328125,57.117
1539387488331,-3.1804091,55.9452901,129.5089111328125,57.117
1539387494057,-3.1804091,55.9452901,129.5089111328125,57.117
1539387499749,-3.1804091,55.9452901,129.5089111328125,57.117
1539387505441,-3.1804091,55.9452901,129.5089111328125,57.117
1539387511112,-3.1804091,55.9452901,129.5089111328125,57.117
1539387516143,-3.1804091,55.9452901,129.5089111328125,57.117
1539387521835,-3.1804091,55.9452901,129.5089111328125,57.117
1539387527509,-3.1804091,55.9452901,129.5089111328125,57.117
1539387533170,-3.1804091,55.9452901,129.5089111328125,57.117
1539387538852,-3.1804091,55.9452901,129.5089111328125,57.117
1539387544517,-3.1804091,55.9452901,129.5089111328125,57.117
1539387552812,-3.1804091,55.9452901,129.5089111328125,57.117
1539387558522,-3.1804091,55.9452901,129.5089111328125,57.117
1539387564188,-3.1804091,55.9452901,129.5089111328125,57.117
1539387569862,-3.1804091,55.9452901,129.5089111328125,57.117
1539387575557,-3.1804091,55.9452901,129.5089111328125,57.117
1539387581293,-3.1804091,55.9452901,129.5089111328125,57.117
1539387586965,-3.1804091,55.9452901,129.5089111328125,57.117
1539387592681,-3.1804091,55.9452901,129.5089111328125,57.117
1539387598335,-3.1804091,55.9452901,129.5089111328125,57.117
1539387604048,-3.1804091,55.9452901,129.5089111328125,57.117
1539387609740,-3.1804091,55.9452901,129.5089111328125,57.117
1539387615438,-3.1804091,55.9452901,129.5089111328125,57.117
