Timestamps in local time for easy debugging! Timezone offset to UTC (millis): 3600000
2018-10-16 03:05:33: Battery level low
2018-10-16 10:57:13: App was brought into foreground (Main Activity) resumed
2018-10-16 10:57:23: App started and initialised
2018-10-16 10:57:25: Phone GPS service started
2018-10-16 10:57:30: App started and initialised
2018-10-16 10:57:30: Started Speck Bluetooth service
2018-10-16 10:57:30: App was brought into foreground (Main Activity) resumed
2018-10-16 10:57:30: Main Bluetooth service started
2018-10-16 10:57:31: Connecting to Airspeck
2018-10-16 10:57:32: RESpeck disconnected
2018-10-16 10:57:32: Connecting to RESpeck
2018-10-16 10:57:32: App was brought into foreground (Main Activity) resumed
2018-10-16 10:57:33: Subscribed to RESpeck
2018-10-16 10:57:44: Subscribed to Airspeck
2018-10-16 11:10:49: App was brought into foreground (Main Activity) resumed
2018-10-16 11:10:51: Airspeck disconnected: BleDisconnectedException{bluetoothDeviceAddress='F1:ED:48:2A:F0:0A'}
2018-10-16 11:10:51: RESpeck data handling error: BleDisconnectedException{bluetoothDeviceAddress='E4:E7:2E:AF:3F:F0'}
2018-10-16 11:10:51: RESpeck disconnected
